customer_id,tenure,monthly_charges,support_calls,contract_type,payment_method,num_products,age,autopay,customer_segment,churn
1010230,54,92.36,0,one-year,electronic,2,76,1,5522,0
1010231,19,35.66,0,month-to-month,mailed,2,79,1,3293,1
1010232,49,69.76,1,two-year,bank-transfer,4,40,0,2924,0
1010233,50,111.68,1,two-year,mailed,4,49,0,3104,0
1010234,53,50.38,3,one-year,electronic,4,41,1,6744,0
1010235,51,24.14,4,month-to-month,electronic,2,81,0,2056,0
1010236,20,53.79,3,month-to-month,bank-transfer,5,42,0,5047,0
1010237,55,83.91,2,month-to-month,bank-transfer,4,52,1,5617,0
1010238,48,44.84,3,one-year,mailed,4,80,1,3642,0
1010239,66,94.63,2,two-year,electronic,3,21,0,5888,0
1010240,12,15.0,5,month-to-month,mailed,5,33,1,6274,1
1010241,13,88.07,3,month-to-month,mailed,4,73,0,869,1
1010242,25,104.8,1,two-year,mailed,5,22,0,2618,0
1010243,50,33.99,0,one-year,credit-card,2,18,0,3380,0
1010244,2,76.03,0,month-to-month,electronic,2,62,0,1910,1
1010245,46,33.03,1,one-year,credit-card,2,50,1,1123,0
1010246,57,15.0,1,month-to-month,credit-card,4,34,0,2383,1
1010247,18,102.7,0,one-year,electronic,5,43,0,344,0
1010248,47,37.79,1,month-to-month,electronic,4,37,0,6979,1
1010249,70,19.0,2,month-to-month,electronic,5,49,1,2472,1
1010250,42,71.77,0,month-to-month,mailed,3,19,1,4785,0
1010251,34,67.81,0,month-to-month,electronic,3,29,0,1112,0
1010252,46,51.49,3,one-year,credit-card,2,66,0,974,0
1010253,68,80.14,2,month-to-month,electronic,4,71,1,6789,0
1010254,35,91.84,1,month-to-month,electronic,4,62,0,3961,1
1010255,69,59.7,1,month-to-month,electronic,2,47,1,1354,0
1010256,32,50.87,0,two-year,electronic,5,40,0,669,0
1010257,64,80.39,0,month-to-month,electronic,4,42,1,4130,0
1010258,7,60.5,1,month-to-month,bank-transfer,1,45,0,4019,0
1010259,33,15.0,1,month-to-month,electronic,4,20,1,954,0
1010260,62,51.77,0,month-to-month,electronic,5,30,1,928,0
1010261,20,61.41,2,month-to-month,electronic,2,78,1,3559,0
1010262,55,117.2,3,one-year,electronic,2,68,1,1769,1
1010263,42,17.71,3,two-year,electronic,1,56,0,6930,0
1010264,65,96.01,3,two-year,electronic,1,33,0,1121,1
1010265,32,25.44,1,one-year,electronic,4,20,1,961,0
1010266,68,100.6,2,one-year,bank-transfer,2,36,0,4003,0
1010267,33,44.57,1,month-to-month,bank-transfer,2,64,1,1905,0
1010268,54,102.15,4,one-year,electronic,2,82,0,1601,1
1010269,17,136.15,1,month-to-month,credit-card,2,63,0,3558,1
1010270,58,39.51,1,two-year,bank-transfer,4,68,1,2241,0
1010271,60,44.6,4,one-year,mailed,1,67,1,6205,0
1010272,61,37.74,2,two-year,bank-transfer,3,25,0,2790,0
1010273,52,78.43,0,month-to-month,electronic,2,68,1,2618,1
1010274,58,97.81,1,month-to-month,bank-transfer,2,58,1,1356,0
1010275,62,70.92,1,month-to-month,credit-card,4,29,1,5833,0
1010276,62,44.1,0,month-to-month,bank-transfer,5,26,1,3687,0
1010277,38,40.47,1,month-to-month,mailed,4,74,1,1721,1
1010278,66,43.38,3,one-year,credit-card,1,67,1,4157,0
1010279,6,52.77,2,two-year,bank-transfer,2,49,1,1955,0
1010280,22,15.0,2,month-to-month,mailed,3,70,1,2451,0
1010281,62,93.98,1,two-year,credit-card,5,44,0,322,0
1010282,8,31.41,1,one-year,electronic,2,21,1,210,1
1010283,4,64.05,3,month-to-month,bank-transfer,2,72,1,2746,1
1010284,30,129.07,1,month-to-month,bank-transfer,4,77,1,2984,1
1010285,11,71.3,1,month-to-month,bank-transfer,4,62,0,4016,1
1010286,68,27.39,3,two-year,bank-transfer,2,59,1,199,0
1010287,67,94.42,0,month-to-month,electronic,4,33,1,3940,0
1010288,71,65.83,1,month-to-month,electronic,2,18,0,1659,1
1010289,40,30.35,1,two-year,mailed,1,22,1,515,0
1010290,29,91.4,3,month-to-month,mailed,1,55,1,4014,1
1010291,48,79.02,1,two-year,credit-card,5,27,0,5053,0
1010292,59,96.23,1,month-to-month,electronic,5,77,1,3346,1
1010293,59,106.25,0,one-year,electronic,5,30,1,2928,0
1010294,6,15.0,0,one-year,credit-card,2,18,1,2127,0
1010295,47,81.75,3,month-to-month,electronic,4,61,0,2444,1
1010296,50,40.33,1,one-year,electronic,4,22,0,6203,0
1010297,31,103.43,2,one-year,bank-transfer,3,79,0,6869,0
1010298,59,15.0,0,month-to-month,mailed,3,59,1,3499,0
1010299,39,76.16,0,one-year,bank-transfer,2,46,0,1234,0
1010300,58,88.83,0,two-year,bank-transfer,5,45,1,5107,0
1010301,28,113.59,0,one-year,electronic,3,70,0,1264,0
1010302,58,80.21,1,two-year,mailed,1,28,1,5613,0
1010303,41,120.17,0,month-to-month,electronic,5,23,0,1213,0
1010304,51,61.55,1,one-year,electronic,5,33,0,6390,0
1010305,0,44.67,0,one-year,electronic,5,63,1,4131,0
1010306,62,53.34,1,one-year,electronic,3,45,1,1272,0
1010307,36,50.29,3,month-to-month,electronic,5,54,1,2592,1
1010308,13,69.04,1,one-year,electronic,2,21,1,2186,0
1010309,1,28.01,2,month-to-month,mailed,3,20,0,1471,0
1010310,35,62.14,4,month-to-month,electronic,2,33,1,1763,1
1010311,7,76.87,2,month-to-month,bank-transfer,3,42,0,2291,1
1010312,58,136.16,2,month-to-month,credit-card,5,54,0,3336,0
1010313,60,28.6,0,two-year,credit-card,5,79,0,1522,0
1010314,18,75.38,3,month-to-month,electronic,1,54,0,147,1
1010315,47,91.18,0,month-to-month,electronic,2,59,0,2874,1
1010316,42,52.17,2,one-year,credit-card,2,40,0,1457,0
1010317,13,96.98,1,two-year,bank-transfer,3,58,0,6684,0
1010318,32,56.12,3,month-to-month,electronic,3,72,0,6166,1
1010319,53,57.22,1,month-to-month,mailed,1,35,0,3033,0
1010320,62,98.52,0,month-to-month,bank-transfer,3,23,1,3493,0
1010321,34,82.29,1,one-year,electronic,3,80,1,312,0
1010322,21,15.0,0,two-year,bank-transfer,5,49,0,358,0
1010323,9,43.32,1,two-year,electronic,2,40,1,2762,0
1010324,14,71.71,0,one-year,credit-card,1,35,0,1030,0
1010325,66,15.0,1,one-year,electronic,3,69,0,6445,0
1010326,58,96.55,1,two-year,bank-transfer,1,63,1,3648,0
1010327,8,122.14,1,month-to-month,electronic,5,20,1,4833,1
1010328,37,110.35,1,one-year,electronic,3,29,1,1340,0
1010329,1,47.8,0,month-to-month,bank-transfer,4,35,0,4460,1
1010330,58,35.99,0,month-to-month,bank-transfer,3,21,0,4641,0
1010331,18,42.0,2,month-to-month,electronic,3,25,1,90,1
1010332,41,35.22,0,month-to-month,electronic,3,63,1,782,0
1010333,6,40.31,4,one-year,bank-transfer,2,53,1,3836,1
1010334,53,71.56,0,one-year,electronic,3,50,0,486,0
1010335,1,26.74,1,one-year,electronic,4,49,0,6117,0
1010336,56,68.44,2,month-to-month,bank-transfer,1,34,1,1513,0
1010337,47,58.57,0,two-year,credit-card,3,62,1,315,0
1010338,20,64.67,0,month-to-month,electronic,2,63,0,3206,1
1010339,9,63.79,3,one-year,bank-transfer,5,20,1,4060,1
1010340,8,63.83,3,two-year,credit-card,2,27,1,1014,0
1010341,40,37.77,0,month-to-month,mailed,4,68,0,1864,0
1010342,45,54.13,1,month-to-month,credit-card,1,83,0,988,0
1010343,17,56.03,4,month-to-month,mailed,1,41,0,5986,1
1010344,7,78.9,1,two-year,electronic,3,52,0,1999,1
1010345,67,73.11,0,month-to-month,bank-transfer,4,69,0,6822,0
1010346,26,85.54,1,two-year,bank-transfer,2,46,0,6377,0
1010347,15,37.47,2,month-to-month,electronic,5,46,1,1821,1
1010348,10,61.7,1,one-year,electronic,1,37,1,1633,0
1010349,37,77.22,3,one-year,bank-transfer,5,76,1,3859,1
1010350,69,57.37,1,one-year,mailed,1,42,1,6683,0
1010351,52,68.4,4,month-to-month,electronic,4,83,0,3777,1
1010352,23,105.27,2,one-year,bank-transfer,3,62,0,5434,0
1010353,22,99.19,3,two-year,bank-transfer,5,55,0,3414,0
1010354,5,49.33,2,one-year,credit-card,3,42,0,2503,0
1010355,59,76.41,0,month-to-month,credit-card,5,46,1,5795,0
1010356,2,41.16,2,month-to-month,bank-transfer,5,33,1,2268,0
1010357,22,62.91,0,two-year,mailed,4,71,0,3783,0
1010358,24,15.3,2,month-to-month,mailed,1,77,1,3480,1
1010359,27,74.14,4,month-to-month,mailed,5,55,0,4598,1
1010360,2,53.25,1,two-year,mailed,1,50,0,2785,0
1010361,30,75.63,2,month-to-month,electronic,1,79,0,583,1
1010362,13,102.66,1,month-to-month,electronic,5,81,0,6291,0
1010363,30,64.44,4,month-to-month,mailed,2,18,1,6329,0
1010364,36,80.44,2,two-year,bank-transfer,3,76,0,2096,0
1010365,43,51.32,1,one-year,electronic,1,40,1,2194,0
1010366,49,94.69,2,month-to-month,credit-card,5,83,0,580,1
1010367,16,67.3,2,one-year,credit-card,5,27,1,1358,0
1010368,52,136.42,0,one-year,electronic,1,72,0,2327,0
1010369,23,117.59,0,month-to-month,credit-card,3,32,0,1076,0
1010370,14,47.47,0,month-to-month,mailed,3,69,1,1206,1
1010371,16,100.68,2,two-year,credit-card,5,67,0,4064,0
1010372,11,47.65,0,one-year,credit-card,4,76,0,6122,0
1010373,19,88.44,1,month-to-month,electronic,2,68,1,5585,1
1010374,60,119.94,0,two-year,electronic,1,38,1,87,0
1010375,54,66.57,0,month-to-month,bank-transfer,5,42,1,4263,0
1010376,9,15.0,2,one-year,electronic,5,22,0,4736,0
1010377,45,59.05,2,month-to-month,mailed,1,18,0,136,1
1010378,61,38.84,0,month-to-month,electronic,3,59,1,3220,1
1010379,69,50.43,0,two-year,electronic,3,39,1,5213,0
1010380,31,91.92,0,two-year,credit-card,5,40,0,2398,0
1010381,68,115.53,2,month-to-month,mailed,1,31,0,155,1
1010382,25,103.55,0,one-year,credit-card,1,47,1,2167,0
1010383,14,56.94,3,month-to-month,electronic,2,42,1,2485,1
1010384,27,95.85,2,month-to-month,mailed,4,30,0,4870,0
1010385,15,15.0,3,month-to-month,bank-transfer,2,34,0,2266,1
1010386,53,128.05,2,month-to-month,electronic,1,56,0,6115,1
1010387,65,81.68,1,two-year,mailed,2,57,1,332,0
1010388,67,72.55,1,month-to-month,mailed,2,25,1,4520,0
1010389,10,69.24,1,one-year,mailed,3,30,0,3444,1
1010390,3,140.97,5,month-to-month,electronic,4,60,0,5994,1
1010391,54,83.96,2,two-year,credit-card,3,20,0,4119,0
1010392,1,50.13,1,month-to-month,credit-card,4,53,1,5869,1
1010393,13,64.25,1,one-year,credit-card,3,71,1,6852,0
1010394,15,34.94,0,month-to-month,bank-transfer,1,57,1,1222,0
1010395,10,91.59,1,month-to-month,electronic,3,56,1,6521,0
1010396,32,97.35,2,one-year,credit-card,1,36,0,2132,0
1010397,31,41.22,2,month-to-month,electronic,1,64,1,5456,1
1010398,71,82.62,1,one-year,credit-card,2,62,0,5290,0
1010399,49,70.03,1,two-year,electronic,4,28,1,5945,0
1010400,51,98.73,1,one-year,credit-card,1,40,0,3768,0
1010401,60,97.16,3,month-to-month,electronic,4,72,0,392,0
1010402,39,110.38,0,one-year,bank-transfer,1,75,0,3288,0
1010403,14,74.62,1,one-year,credit-card,2,68,1,4496,0
1010404,52,25.75,2,two-year,mailed,4,68,0,3204,0
1010405,7,48.58,3,one-year,electronic,2,48,0,1610,1
1010406,18,58.3,4,one-year,bank-transfer,5,82,1,5434,0
1010407,57,44.83,1,one-year,credit-card,1,75,1,4439,0
1010408,55,82.67,1,one-year,bank-transfer,4,64,1,6997,0
1010409,32,55.92,2,month-to-month,bank-transfer,4,74,1,4717,1
1010410,37,84.07,2,month-to-month,electronic,5,75,1,6314,1
1010411,43,52.72,0,month-to-month,electronic,1,42,1,4719,1
1010412,62,71.1,2,one-year,mailed,5,54,1,4761,0
1010413,42,96.41,0,month-to-month,mailed,2,50,0,1498,1
1010414,36,124.87,1,month-to-month,mailed,2,52,1,2187,1
1010415,54,93.22,3,two-year,electronic,4,82,1,1163,0
1010416,27,77.11,0,two-year,electronic,2,54,1,2359,0
1010417,71,51.91,0,month-to-month,electronic,2,33,0,3467,0
1010418,46,51.17,2,two-year,electronic,1,50,0,2169,0
1010419,46,99.15,0,month-to-month,electronic,4,22,0,309,1
1010420,48,79.83,1,one-year,electronic,2,63,0,4281,0
1010421,26,98.73,1,one-year,credit-card,1,44,0,5448,1
1010422,57,66.87,1,one-year,electronic,2,33,1,6187,0
1010423,12,68.04,0,month-to-month,credit-card,3,82,0,3586,0
1010424,62,36.01,1,month-to-month,mailed,4,81,1,5995,0
1010425,7,53.23,2,month-to-month,bank-transfer,2,22,0,2468,1
1010426,37,84.19,2,one-year,mailed,2,81,0,2050,0
1010427,49,132.85,2,two-year,mailed,4,36,1,2118,0
1010428,5,121.25,0,month-to-month,electronic,2,45,0,461,1
1010429,18,61.2,0,month-to-month,mailed,1,18,0,3413,0
1010430,13,79.7,2,month-to-month,credit-card,3,30,0,2447,0
1010431,19,41.15,0,month-to-month,electronic,5,48,1,2712,0
1010432,70,38.62,1,month-to-month,credit-card,3,62,0,6187,0
1010433,31,15.0,1,month-to-month,credit-card,5,57,0,3683,1
1010434,40,90.05,0,month-to-month,bank-transfer,4,35,1,3248,0
1010435,37,69.11,2,month-to-month,bank-transfer,5,73,0,5845,1
1010436,62,15.0,1,month-to-month,electronic,3,31,1,6777,1
1010437,29,58.65,0,month-to-month,mailed,4,19,0,4643,0
1010438,55,125.24,0,month-to-month,mailed,4,72,0,1240,0
1010439,68,81.33,0,two-year,electronic,1,40,1,2814,0
1010440,61,28.7,3,month-to-month,bank-transfer,5,48,1,1446,0
1010441,21,84.74,1,month-to-month,electronic,1,33,1,4032,0
1010442,22,86.57,3,two-year,mailed,4,64,1,3658,0
1010443,43,45.64,0,one-year,bank-transfer,5,58,0,6175,0
1010444,3,34.19,0,month-to-month,mailed,5,24,0,4558,0
1010445,1,61.33,2,month-to-month,bank-transfer,3,35,0,27,1
1010446,24,65.2,2,one-year,credit-card,2,23,0,5622,0
1010447,4,90.8,0,two-year,mailed,1,56,1,1119,0
1010448,49,41.96,1,month-to-month,electronic,5,41,0,6556,0
1010449,14,58.54,0,one-year,mailed,5,62,0,6414,0
1010450,47,82.62,3,month-to-month,mailed,4,30,1,2450,0
1010451,20,106.41,5,one-year,electronic,2,46,1,5359,0
1010452,62,65.49,2,month-to-month,electronic,1,41,1,1053,1
1010453,33,81.04,0,month-to-month,mailed,5,49,1,2424,1
1010454,29,119.93,3,one-year,bank-transfer,4,56,1,6594,0
1010455,41,92.5,0,two-year,electronic,4,41,1,6495,0
1010456,28,93.77,1,month-to-month,credit-card,3,83,0,6273,1
1010457,11,37.03,2,month-to-month,electronic,3,37,0,6487,1
1010458,46,81.48,2,month-to-month,electronic,1,56,1,5358,0
1010459,41,42.28,2,month-to-month,credit-card,2,76,0,1655,1
1010460,29,43.8,2,month-to-month,electronic,2,44,1,2492,0
1010461,5,100.92,3,month-to-month,bank-transfer,3,23,0,5351,1
1010462,22,47.85,1,month-to-month,bank-transfer,2,55,1,2186,0
1010463,28,77.29,0,month-to-month,mailed,3,71,1,3383,1
1010464,68,73.81,3,two-year,mailed,5,65,1,4892,0
1010465,57,43.43,3,one-year,electronic,4,23,1,3467,1
1010466,65,22.67,1,two-year,credit-card,5,53,0,2869,0
1010467,34,15.0,2,month-to-month,electronic,1,18,0,4476,0
1010468,4,51.01,2,month-to-month,mailed,4,28,1,3669,0
1010469,47,73.54,1,month-to-month,electronic,4,33,0,1054,0
1010470,21,45.13,0,month-to-month,bank-transfer,1,45,1,2109,1
1010471,16,90.27,0,month-to-month,credit-card,2,82,0,2214,0
1010472,39,38.15,3,one-year,credit-card,4,66,0,4947,0
1010473,50,140.96,0,month-to-month,electronic,3,49,0,3562,1
1010474,6,41.8,0,two-year,electronic,4,72,1,5032,0
1010475,70,84.91,1,month-to-month,mailed,5,31,0,1347,0
1010476,61,70.87,1,two-year,electronic,4,71,0,1699,0
1010477,46,62.37,3,month-to-month,mailed,3,63,1,4976,1
1010478,7,49.58,2,month-to-month,electronic,4,53,1,6731,1
1010479,70,15.0,2,month-to-month,bank-transfer,1,54,0,71,0
1010480,22,27.18,4,one-year,mailed,4,75,1,2523,0
1010481,60,43.72,1,month-to-month,credit-card,3,34,0,6233,1
1010482,35,15.0,2,month-to-month,mailed,1,24,0,2785,1
1010483,55,86.13,2,one-year,credit-card,3,43,1,3005,0
1010484,0,24.65,3,one-year,mailed,3,58,0,2773,1
1010485,34,72.7,1,two-year,bank-transfer,1,71,1,1621,0
1010486,23,54.43,1,month-to-month,credit-card,2,53,0,3163,1
1010487,41,34.91,3,one-year,electronic,3,45,1,3541,0
1010488,22,95.79,2,month-to-month,electronic,2,28,0,5951,1
1010489,17,113.66,1,month-to-month,electronic,3,21,0,3759,1
1010490,48,42.65,1,one-year,credit-card,5,42,1,1550,0
1010491,62,82.23,3,two-year,electronic,4,78,0,6061,0
1010492,26,60.76,2,month-to-month,mailed,1,37,1,423,1
1010493,0,66.5,0,month-to-month,electronic,5,21,0,3801,1
1010494,70,78.88,1,month-to-month,mailed,5,22,0,6559,1
1010495,57,15.0,0,two-year,credit-card,2,26,1,6676,0
1010496,29,40.05,1,month-to-month,mailed,1,84,1,3117,1
1010497,67,39.18,3,two-year,bank-transfer,4,69,1,5135,0
1010498,42,59.37,2,two-year,credit-card,2,45,1,4147,0
1010499,23,83.83,1,one-year,electronic,5,55,0,4375,0
1010500,44,16.55,2,one-year,electronic,3,65,0,2814,0
1010501,57,90.95,2,one-year,mailed,2,49,1,4825,0
1010502,1,76.62,2,month-to-month,electronic,5,44,1,2166,0
1010503,30,73.86,3,one-year,credit-card,1,46,0,6373,1
1010504,54,42.16,0,month-to-month,mailed,5,65,0,6570,0
1010505,61,77.52,2,two-year,electronic,5,84,1,3501,0
1010506,60,84.23,0,month-to-month,electronic,3,69,0,4205,0
1010507,45,76.33,1,two-year,electronic,4,67,0,3509,0
1010508,60,102.74,2,one-year,electronic,3,18,0,1156,1
1010509,4,97.53,2,month-to-month,bank-transfer,1,29,1,5007,1
1010510,55,46.26,1,one-year,electronic,1,83,0,6929,0
1010511,27,70.03,3,two-year,electronic,2,27,1,4977,0
1010512,49,75.26,2,one-year,electronic,2,37,1,6241,0
1010513,1,73.99,0,month-to-month,electronic,1,54,0,334,1
1010514,3,24.12,3,two-year,bank-transfer,3,35,1,5262,0
1010515,53,29.07,2,month-to-month,credit-card,1,54,1,762,1
1010516,31,86.64,1,month-to-month,credit-card,2,37,1,1593,1
1010517,62,90.3,1,two-year,electronic,3,76,0,3352,0
1010518,2,62.99,2,month-to-month,mailed,1,65,1,743,0
1010519,71,15.0,3,month-to-month,electronic,2,56,1,5672,1
1010520,14,60.48,1,one-year,electronic,4,27,0,6233,0
1010521,37,31.1,2,two-year,mailed,3,59,1,4478,0
1010522,52,115.51,2,month-to-month,electronic,2,33,1,1724,0
1010523,28,73.77,1,two-year,bank-transfer,4,51,0,289,0
1010524,62,58.09,1,month-to-month,bank-transfer,1,72,0,2463,1
1010525,37,145.16,3,one-year,electronic,5,28,0,1795,0
1010526,25,46.26,4,month-to-month,electronic,1,55,0,1901,1
1010527,31,75.35,3,month-to-month,electronic,5,32,0,2050,1
1010528,2,100.45,0,month-to-month,mailed,5,71,1,119,1
1010529,21,99.7,1,month-to-month,electronic,3,30,0,3515,1
1010530,21,50.67,1,one-year,electronic,2,53,1,468,0
1010531,65,52.14,1,month-to-month,bank-transfer,5,58,0,6686,0
1010532,0,89.28,2,two-year,bank-transfer,5,30,0,1280,0
1010533,28,59.93,1,one-year,credit-card,1,57,1,471,0
1010534,62,104.58,1,two-year,mailed,5,31,0,1831,0
1010535,64,81.13,2,two-year,electronic,1,64,1,6209,0
1010536,5,79.86,2,two-year,electronic,3,56,0,3937,0
1010537,40,63.04,0,month-to-month,mailed,2,79,1,1036,0
1010538,2,59.99,0,month-to-month,bank-transfer,3,61,1,1716,0
1010539,60,80.86,0,one-year,bank-transfer,3,54,1,422,0
1010540,70,99.33,1,month-to-month,credit-card,5,38,0,3317,1
1010541,47,85.81,0,month-to-month,electronic,4,53,0,77,0
1010542,2,46.82,3,one-year,credit-card,3,47,0,5320,0
1010543,33,66.72,1,month-to-month,electronic,4,21,1,3974,0
1010544,29,34.88,0,month-to-month,electronic,1,39,1,4483,0
1010545,51,37.6,0,one-year,credit-card,4,52,1,1451,0
1010546,61,32.04,0,month-to-month,electronic,3,68,1,4947,0
1010547,52,89.36,3,month-to-month,credit-card,4,81,0,6687,1
1010548,2,124.79,2,month-to-month,mailed,1,65,0,2930,1
1010549,62,101.18,4,month-to-month,mailed,5,40,1,5844,0
1010550,45,75.25,4,month-to-month,electronic,3,75,0,5342,1
1010551,33,31.87,3,month-to-month,mailed,3,52,1,802,1
1010552,25,39.6,1,one-year,mailed,5,28,1,6413,0
1010553,38,102.64,0,month-to-month,mailed,5,33,1,5719,1
1010554,15,143.64,0,month-to-month,bank-transfer,3,76,0,6130,1
1010555,55,95.07,0,one-year,credit-card,2,18,0,2798,0
1010556,3,40.45,3,one-year,bank-transfer,2,71,1,4110,0
1010557,37,78.58,1,month-to-month,electronic,5,52,0,49,1
1010558,44,148.65,1,month-to-month,credit-card,1,22,0,1275,1
1010559,44,77.99,3,month-to-month,mailed,1,82,1,2821,0
1010560,68,54.03,2,two-year,bank-transfer,4,27,1,4487,0
1010561,16,68.41,2,one-year,electronic,1,38,0,2335,0
1010562,70,98.11,1,two-year,electronic,4,73,0,4877,0
1010563,70,62.39,2,one-year,mailed,1,48,0,2525,0
1010564,10,24.63,2,one-year,bank-transfer,5,80,1,3995,0
1010565,45,55.35,0,one-year,credit-card,2,58,0,456,0
1010566,70,80.49,3,month-to-month,electronic,4,64,0,5263,0
1010567,46,52.56,1,month-to-month,electronic,1,50,0,3313,0
1010568,28,15.0,2,month-to-month,credit-card,3,22,0,5683,0
1010569,53,78.72,0,month-to-month,electronic,4,38,0,4011,0
1010570,53,74.69,1,two-year,electronic,4,51,1,2541,0
1010571,56,16.21,1,one-year,mailed,2,44,1,586,0
1010572,23,15.0,1,two-year,mailed,3,18,1,519,0
1010573,6,102.91,1,month-to-month,mailed,5,31,0,5648,1
1010574,30,91.31,1,month-to-month,electronic,5,71,1,4898,1
1010575,26,82.23,1,two-year,credit-card,3,59,0,6504,0
1010576,24,118.74,2,month-to-month,credit-card,4,58,0,5251,1
1010577,43,79.87,3,two-year,credit-card,1,48,1,5615,0
1010578,1,15.0,1,one-year,bank-transfer,2,42,1,1415,0
1010579,71,90.48,2,two-year,bank-transfer,2,75,0,4377,0
1010580,29,50.33,1,two-year,bank-transfer,1,70,0,2947,0
1010581,37,95.97,1,month-to-month,bank-transfer,4,52,0,2895,0
1010582,51,113.63,1,two-year,credit-card,1,82,0,3300,0
1010583,0,61.46,4,month-to-month,bank-transfer,5,27,1,2609,1
1010584,51,84.06,2,two-year,bank-transfer,3,45,0,1906,0
1010585,69,109.45,1,month-to-month,mailed,3,23,0,4672,1
1010586,67,63.86,0,month-to-month,electronic,2,74,0,4629,0
1010587,39,41.46,3,two-year,bank-transfer,5,20,0,3914,0
1010588,28,56.95,0,month-to-month,electronic,1,47,1,594,1
1010589,4,42.34,2,month-to-month,electronic,5,31,1,4945,1
1010590,58,121.44,5,month-to-month,credit-card,3,41,1,6212,1
1010591,24,93.01,3,month-to-month,electronic,2,32,1,5300,1
1010592,67,56.02,1,two-year,electronic,3,83,0,1125,0
1010593,69,91.53,2,month-to-month,electronic,5,74,1,4797,0
1010594,8,136.59,4,month-to-month,bank-transfer,4,83,0,5353,1
1010595,23,74.4,0,month-to-month,credit-card,4,82,0,6758,1
1010596,55,118.77,2,month-to-month,mailed,3,65,0,2356,1
1010597,40,17.75,0,one-year,bank-transfer,2,68,0,6654,0
1010598,27,39.29,1,one-year,electronic,1,46,0,6638,0
1010599,23,56.95,1,month-to-month,bank-transfer,1,26,0,5437,1
1010600,30,89.22,2,two-year,mailed,2,65,1,2079,0
1010601,44,62.43,1,one-year,electronic,4,32,0,5949,0
1010602,55,17.8,1,month-to-month,electronic,5,21,0,6444,0
1010603,35,59.59,1,two-year,credit-card,4,73,1,3400,0
1010604,36,91.37,0,month-to-month,credit-card,1,80,1,6302,0
1010605,23,89.69,4,month-to-month,mailed,3,73,1,5975,1
1010606,66,36.76,1,two-year,electronic,3,67,0,6951,0
1010607,6,50.46,0,one-year,mailed,5,82,0,5244,0
1010608,27,64.45,1,one-year,credit-card,1,60,1,1926,0
1010609,20,70.2,4,one-year,mailed,2,50,0,4419,1
1010610,48,82.92,1,month-to-month,credit-card,1,55,1,6215,0
1010611,44,87.35,1,month-to-month,credit-card,2,76,0,4842,0
1010612,32,15.0,2,one-year,mailed,3,32,1,3109,0
1010613,37,85.62,0,month-to-month,electronic,1,77,0,3358,0
1010614,11,50.22,1,month-to-month,electronic,2,33,0,1304,1
1010615,31,78.76,1,month-to-month,electronic,3,34,1,6381,1
1010616,63,51.43,2,month-to-month,electronic,3,31,0,6017,0
1010617,41,120.11,0,one-year,credit-card,3,71,0,3591,0
1010618,70,44.01,0,month-to-month,electronic,1,43,0,3902,0
1010619,27,47.72,1,month-to-month,credit-card,5,41,1,386,0
1010620,45,26.89,2,month-to-month,mailed,5,66,1,4389,1
1010621,37,39.59,0,month-to-month,credit-card,3,78,1,4684,1
1010622,38,68.7,2,one-year,electronic,2,60,0,4082,0
1010623,41,111.42,0,one-year,bank-transfer,5,65,1,5366,0
1010624,63,40.62,0,two-year,electronic,3,38,0,699,0
1010625,51,82.47,0,month-to-month,electronic,2,71,0,6282,0
1010626,28,79.48,0,one-year,electronic,2,33,0,427,1
1010627,69,140.71,1,month-to-month,electronic,1,42,1,1101,1
1010628,65,17.98,1,month-to-month,bank-transfer,3,39,0,4341,0
1010629,16,105.05,1,one-year,electronic,3,60,0,3227,1
1010630,36,131.46,0,month-to-month,mailed,4,41,0,4654,0
1010631,70,85.87,0,month-to-month,mailed,2,65,1,166,0
1010632,7,42.33,3,one-year,mailed,2,28,1,2848,0
1010633,70,124.91,1,month-to-month,electronic,5,27,0,5110,0
1010634,66,60.44,1,one-year,credit-card,3,24,1,4091,0
1010635,58,38.69,1,month-to-month,mailed,5,73,1,6478,0
1010636,26,114.71,0,month-to-month,electronic,5,80,0,6455,1
1010637,51,52.33,1,month-to-month,mailed,1,61,1,3386,0
1010638,46,101.21,1,one-year,credit-card,4,28,1,2745,0
1010639,4,84.75,3,month-to-month,bank-transfer,3,66,0,4102,1
1010640,34,75.65,0,one-year,credit-card,5,34,1,2839,0
1010641,56,76.01,0,month-to-month,electronic,4,49,1,425,0
1010642,21,90.76,1,two-year,credit-card,5,22,1,3795,0
1010643,44,15.0,1,two-year,electronic,5,61,0,4312,0
1010644,48,20.86,1,one-year,electronic,3,44,0,1542,0
1010645,17,60.98,2,month-to-month,credit-card,1,42,0,1169,1
1010646,59,116.44,3,month-to-month,credit-card,5,24,0,1511,0
1010647,17,80.19,3,one-year,electronic,5,45,0,6849,0
1010648,1,69.25,1,one-year,mailed,3,81,0,2437,0
1010649,24,77.43,0,month-to-month,bank-transfer,5,46,0,614,1
1010650,28,47.85,3,two-year,bank-transfer,3,76,0,1862,0
1010651,23,74.31,1,one-year,electronic,1,25,0,1276,0
1010652,52,90.2,2,month-to-month,electronic,5,75,1,124,0
1010653,28,92.06,2,month-to-month,electronic,4,19,0,1944,0
1010654,36,111.88,3,one-year,mailed,2,20,1,3988,0
1010655,38,48.04,1,two-year,bank-transfer,3,30,1,5109,0
